"id";"id_device";"id_type";"event_dt";"time";"latitude";"longitude";"altitude";"azimuth";"speed";"fuel";"odometer";"address";"satellitescount";"hdop";"batterylevel";"state";"from_archive";"odometer_forced";"fuel_expense";"odometer_calculated";"odometer_ext";"sensor_acc";"movementsensor";"sensor_sos";"sensor_odometer"
1014733069;1013019461;0;"2012-02-14 00:00:03.602193";"2012-02-13 00:00:01";53.254672;50.229915;182;0;0.00;;38252;"Московское шоссе, Промышленный район, Самара, Промышленный район, Samara, Самарская область, Приволжский федеральный округ, 443114, Российская Федерация";9;1;;1;0;0;;0;;"1";"";0;"42"
1014716787;1013019461;0;"2012-02-13 10:27:59.683219";"2012-02-13 10:27:49";53.221880;50.191545;127;0;0.00;;45406;"Московское ш., 41, Самара, Самарская область, Россия";8;1.2;;1;0;0;;0;;"1";"";0;"7196"
1014716800;1013019461;0;"2012-02-13 10:29:01.269935";"2012-02-13 10:28:56";53.221880;50.191545;127;0;0.00;;45406;"Московское ш., 41, Самара, Самарская область, Россия";9;1.1;;1;0;0;;0;;"1";"";0;"7196"
1014716807;1013019461;0;"2012-02-13 10:29:28.260783";"2012-02-13 10:29:26";53.221880;50.191545;127;0;0.00;;45406;"Московское ш., 41, Самара, Самарская область, Россия";8;1.2;;1;0;0;;0;;"1";"";0;"7196"
1014716813;1013019461;0;"2012-02-13 10:29:58.319681";"2012-02-13 10:29:56";53.221880;50.191545;127;0;0.00;;45406;"Московское ш., 41, Самара, Самарская область, Россия";8;1.2;;1;0;0;;0;;"1";"";0;"7196"
1014716821;1013019461;0;"2012-02-13 10:30:29.491339";"2012-02-13 10:30:27";53.221880;50.191545;127;0;0.00;;45406;"Московское ш., 41, Самара, Самарская область, Россия";8;1.2;;1;0;0;;0;;"1";"";0;"7196"
1014716830;1013019461;0;"2012-02-13 10:30:59.367608";"2012-02-13 10:30:57";53.221880;50.191545;127;0;0.00;;45406;"Московское ш., 41, Самара, Самарская область, Россия";8;1.2;;1;0;0;;0;;"1";"";0;"7196"
1014716838;1013019461;0;"2012-02-13 10:31:30.521317";"2012-02-13 10:31:28";53.221880;50.191545;127;0;0.00;;45406;"Московское ш., 41, Самара, Самарская область, Россия";8;1.2;;1;0;0;;0;;"1";"";0;"7196"
1014716844;1013019461;0;"2012-02-13 10:32:00.350408";"2012-02-13 10:31:58";53.221880;50.191545;127;0;0.00;;45406;"Московское ш., 41, Самара, Самарская область, Россия";8;1.2;;1;0;0;;0;;"1";"";0;"7196"
1014716852;1013019461;0;"2012-02-13 10:32:31.320276";"2012-02-13 10:32:29";53.221880;50.191545;127;0;0.00;;45406;"Московское ш., 41, Самара, Самарская область, Россия";8;1.2;;1;0;0;;0;;"1";"";0;"7196"
