Grid	Lat/Lon hddd°mm.mmm'
Datum	WGS 84



Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	Ïóøêèíî - Èñòðà - Íîâ.Èåðóñàëèì - ßõðîìà - Äìèòðîâ - Ñåðãèåâ Ïîñàä	02/10/2005 10:38:38 	3:48:04	276 km	73 kph

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course
Trackpoint	N56 03.804 E37 51.098	02/10/2005 10:48:15 	165 m			114 m	0:00:08	51 kph	286° true
Trackpoint	N56 03.818 E37 51.010	02/10/2005 10:48:22 	167 m			95 m	0:00:07	49 kph	285° true
Trackpoint	N56 03.833 E37 50.914	02/10/2005 10:48:28 	165 m			103 m	0:00:06	62 kph	286° true
Trackpoint	N56 03.847 E37 50.823	02/10/2005 10:48:34 	164 m			98 m	0:00:06	59 kph	285° true
Trackpoint	N56 03.854 E37 50.788	02/10/2005 10:48:37 	164 m			39 m	0:00:03	47 kph	289° true
Trackpoint	N56 03.866 E37 50.701	02/10/2005 10:48:43 	163 m			93 m	0:00:06	56 kph	284° true
Trackpoint	N56 03.882 E37 50.596	02/10/2005 10:48:49 	165 m			113 m	0:00:06	68 kph	285° true
Trackpoint	N56 03.910 E37 50.409	02/10/2005 10:48:59 	171 m			201 m	0:00:10	72 kph	285° true
Trackpoint	N56 03.927 E37 50.292	02/10/2005 10:49:06 	172 m			126 m	0:00:07	65 kph	284° true
Trackpoint	N56 03.939 E37 50.267	02/10/2005 10:49:09 	172 m			33 m	0:00:03	40 kph	311° true
Trackpoint	N56 03.952 E37 50.266	02/10/2005 10:49:11 	172 m			25 m	0:00:02	45 kph	356° true
Trackpoint	N56 03.995 E37 50.265	02/10/2005 10:49:16 	174 m			80 m	0:00:05	58 kph	359° true
Trackpoint	N56 04.049 E37 50.263	02/10/2005 10:49:21 	175 m			99 m	0:00:05	71 kph	359° true
Trackpoint	N56 04.152 E37 50.260	02/10/2005 10:49:30 	177 m			191 m	0:00:09	77 kph	359° true
