"id";"id_device";"id_type";"event_dt";"time";"latitude";"longitude";"altitude";"azimuth";"speed";"fuel";"odometer";"address";"satellitescount";"hdop";"batterylevel";"state";"from_archive";"odometer_forced";"fuel_expense";"odometer_calculated";"odometer_ext";"sensor_acc";"movementsensor";"sensor_sos";"sensor_odometer"
1017265415;1437379;0;"2012-05-12 10:16:33.975619";"2012-05-12 10:16:23";53.201957;50.098832;60;0;0.00;;41685;"Самара, Волжский просп., 4";11;0.8;;1;0;0;;0;;"1";"";0;"41685"
1017266248;1437379;0;"2012-05-12 10:46:25.245643";"2012-05-12 10:46:23";53.201957;50.098832;60;0;0.00;;41685;"Самара, Волжский просп., 4";9;0.8;;4;0;0;;0;;"1";"";0;"41685"
1017266340;1437379;0;"2012-05-12 10:50:54.835262";"2012-05-12 10:50:53";53.201717;50.099367;48;138;18.76;;41742;"Самара, Волжский просп., 4";10;0.8;;1;0;0;;0;;"1";"";0;"41742"
1017266353;1437379;0;"2012-05-12 10:51:23.389178";"2012-05-12 10:51:24";53.201305;50.099895;45;0;0.00;;41800;"Самара, Волжский просп., 4";10;0.8;;1;0;0;;0;;"1";"";0;"41800"
1017266364;1437379;0;"2012-05-12 10:51:54.450275";"2012-05-12 10:51:55";53.201162;50.100012;41;134;14.00;;41818;"Самара, Волжский просп., 4";10;0.8;;1;0;0;;0;;"1";"";0;"41818"
1017266365;1437379;0;"2012-05-12 10:51:57.416738";"2012-05-12 10:51:58";53.201117;50.100200;41;88;19.26;;41832;"Волжский просп., 3, Самара, Самарская область, Российская Федерация";10;0.8;;1;0;0;;0;;"1";"";0;"41832"
1017266369;1437379;0;"2012-05-12 10:52:02.695389";"2012-05-12 10:52:03";53.201205;50.100647;41;54;28.17;;41864;"Волжский просп., 3-11, Самара, Самарская область, Российская Федерация";10;0.8;;1;0;0;;0;;"1";"";0;"41864"
1017266378;1437379;0;"2012-05-12 10:52:32.612511";"2012-05-12 10:52:33";53.202267;50.102707;39;50;21.80;;42046;"Волжский просп., 3-11, Самара, Самарская область, Российская Федерация";10;0.8;;1;0;0;;0;;"1";"";0;"42046"
1017266387;1437379;0;"2012-05-12 10:52:58.452458";"2012-05-12 10:52:59";53.204050;50.106215;34;52;34.06;;42354;"Самара, Волжский просп., 19";9;0.8;;1;0;0;;0;;"1";"";0;"42354"
1017266399;1437379;0;"2012-05-12 10:53:26.53032";"2012-05-12 10:53:27";53.205687;50.109945;30;56;31.95;;42663;"Гостиница ""Волга""/ Площадь Славы, Самара, Самарская область, Российская Федерация";9;0.8;;1;0;0;;0;;"1";"";0;"42663"
