"id";"id_device";"id_type";"event_dt";"time";"latitude";"longitude";"altitude";"azimuth";"speed";"accelerometer";"fuel";"odometer";"movementsensor";"address";"satellitescount";"hdop";"batterylevel";"state";"from_archive";"odometer_forced";"fuel_expense";"odometer_calculated";"odometer_ext"
1555540;58369;0;"2012-05-24 07:17:04.802";"2012-05-24 07:16:51";56.005300;37.847167;168;30;42.00;;;22639421;1;"ул. Чехова, 37, Пушкино, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555544;58369;0;"2012-05-24 07:17:15.792";"2012-05-24 07:17:05";56.005683;37.847700;167;39;48.00;;;22639475;1;"ул. Чехова, 37, Пушкино, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555547;58369;0;"2012-05-24 07:17:27.802";"2012-05-24 07:17:17";56.007617;37.851017;166;44;43.00;;;22639719;1;"ул. Чехова, 11-13, Пушкино, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555550;58369;0;"2012-05-24 07:17:46.818";"2012-05-24 07:17:36";56.008100;37.851833;165;43;30.00;;;22639794;1;"Пушкино, ул. Чехова, 9";9;1;1;1;0;0;;0;
1555553;58369;0;"2012-05-24 07:17:58.85";"2012-05-24 07:17:48";56.009633;37.855633;158;54;16.00;;;22640011;1;"ул. Чехова, Пушкино, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555556;58369;0;"2012-05-24 07:18:18.831";"2012-05-24 07:18:08";56.011233;37.860767;160;61;38.00;;;22640085;1;"ул. Дзержинского, 7-8, Пушкино, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555559;58369;0;"2012-05-24 07:18:29.843";"2012-05-24 07:18:19";56.011950;37.863583;163;65;19.00;;;22640277;1;"Пушкино, ул. Дзержинского, 9";8;1;1;1;0;0;;0;
1555560;58369;0;"2012-05-24 07:18:41.9";"2012-05-24 07:18:31";56.012533;37.868567;162;78;38.00;;;22640402;1;"Пушкино, ул. Дзержинского, 14";12;1;1;1;0;0;;0;
1555565;58369;0;"2012-05-24 07:18:57.052";"2012-05-24 07:18:46";56.012633;37.871800;161;87;32.00;;;22640604;1;"ул. Дзержинского, 32, Пушкино, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555566;58369;0;"2012-05-24 07:19:06.871";"2012-05-24 07:18:56";56.019750;37.871617;168;359;43.00;;;22641195;1;"M8, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555569;58369;0;"2012-05-24 07:19:16.87";"2012-05-24 07:19:06";56.021250;37.871500;168;358;40.00;;;22641363;1;"M8, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555572;58369;0;"2012-05-24 07:19:35.9";"2012-05-24 07:19:25";56.023583;37.871333;169;358;52.00;;;22641456;1;"M8, Московская область, Российская Федерация";11;1;1;1;0;0;;0;
1555576;58369;0;"2012-05-24 07:19:55.941";"2012-05-24 07:19:46";56.025650;37.871200;170;358;82.00;;;22641685;1;"M8, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555580;58369;0;"2012-05-24 07:20:13.932";"2012-05-24 07:20:04";56.029367;37.870933;172;358;99.00;;;22641870;1;"Лермонтовский пр., Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555583;58369;0;"2012-05-24 07:20:26.945";"2012-05-24 07:20:17";56.033650;37.870717;172;358;96.00;;;22641934;1;"M8, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555585;58369;0;"2012-05-24 07:20:39.337";"2012-05-24 07:20:29";56.040217;37.870283;173;358;105.00;;;22642187;1;"Братовщина, Центральная ул., 1";8;1;1;1;0;0;;0;
1555588;58369;0;"2012-05-24 07:20:56.975";"2012-05-24 07:20:47";56.042900;37.870950;170;8;90.00;;;22642488;1;"Братовщина, Центральная ул., 1";10;1;1;1;0;0;;0;
1555592;58369;0;"2012-05-24 07:21:11.968";"2012-05-24 07:21:02";56.045650;37.873167;170;24;76.00;;;22642524;1;"Братовщина, Центральная ул., 10";10;1;1;1;0;0;;0;
1555595;58369;0;"2012-05-24 07:21:28.311";"2012-05-24 07:21:18";56.048217;37.875333;173;25;81.00;;;22642839;1;"Братовщина, Центральная ул., 32";11;1;1;1;0;0;;0;
1555597;58369;0;"2012-05-24 07:21:38.01";"2012-05-24 07:21:28";56.049983;37.877417;167;33;61.00;;;22643074;1;"Братовщина, Центральная ул., 58";8;1;1;1;0;0;;0;
1555600;58369;0;"2012-05-24 07:21:51.979";"2012-05-24 07:21:42";56.050050;37.877517;167;38;37.00;;;22643084;1;"Братовщина, Центральная ул., 58";10;1;1;1;0;0;;0;
1555603;58369;0;"2012-05-24 07:22:02.17";"2012-05-24 07:21:52";56.050367;37.877350;166;343;26.00;;;22643109;1;"Центральная ул., 60, Братовщина, Московская область, Российская Федерация";11;1;1;1;0;0;;0;
1555606;58369;0;"2012-05-24 07:22:17.013";"2012-05-24 07:22:07";56.051267;37.875283;165;308;39.00;;;22643237;1;"Братовщина, 1-я Станционная ул., 2";12;1;1;1;0;0;;0;
1555610;58369;0;"2012-05-24 07:22:33.034";"2012-05-24 07:22:23";56.052500;37.873100;165;315;69.00;;;22643266;1;"Братовщина, 1-я Станционная ул., 16";9;1;1;1;0;0;;0;
1555613;58369;0;"2012-05-24 07:22:53.059";"2012-05-24 07:22:43";56.054683;37.871600;165;339;86.00;;;22643336;1;"Братовщина, 1-я Станционная ул., 28";8;1;1;1;0;0;;0;
1555616;58369;0;"2012-05-24 07:23:13.054";"2012-05-24 07:23:03";56.057967;37.869550;166;341;77.00;;;22643461;1;"Братовщина, 1-я Станционная ул., 50";10;1;1;1;0;0;;0;
1555619;58369;0;"2012-05-24 07:23:31.052";"2012-05-24 07:23:21";56.060383;37.867300;167;333;27.00;;;22643765;1;"1-я Станционная ул., 1, Братовщина, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555621;58369;0;"2012-05-24 07:23:43.053";"2012-05-24 07:23:33";56.060533;37.866983;167;310;5.00;;;22643790;1;"1-я Станционная ул., 1, Братовщина, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555623;58369;0;"2012-05-24 07:23:55.213";"2012-05-24 07:23:45";56.060750;37.866400;167;302;8.00;;;22643808;1;"1-я Станционная ул., 10, Братовщина, Московская область, Российская Федерация";11;1;1;1;0;0;;0;
1555626;58369;0;"2012-05-24 07:24:06.076";"2012-05-24 07:23:56";56.060950;37.865600;167;295;11.00;;;22643820;1;"Братовщина, Пролетарская ул., 1";10;1;1;1;0;0;;0;
1555629;58369;0;"2012-05-24 07:24:17.062";"2012-05-24 07:24:07";56.061317;37.863950;166;292;28.00;;;22643876;1;"Правдинсий, Лесная ул., 4";12;1;1;1;0;0;;0;
1555632;58369;0;"2012-05-24 07:24:32.041";"2012-05-24 07:24:22";56.061950;37.861200;168;293;61.00;;;22643950;1;"Заветы Ильича, Степаньковское ш., 7";11;1;1;1;0;0;;0;
1555636;58369;0;"2012-05-24 07:24:49.164";"2012-05-24 07:24:39";56.063000;37.854433;170;286;71.00;;;22644201;1;"Заветы Ильича, Степаньковское ш., 33";8;1;1;1;0;0;;0;
1555639;58369;0;"2012-05-24 07:25:08.318";"2012-05-24 07:24:58";56.064300;37.845950;168;285;70.00;;;22644311;1;"Заветы Ильича, ул. Чехова, 6";12;1;1;1;0;0;;0;
1555642;58369;0;"2012-05-24 07:25:21.131";"2012-05-24 07:25:11";56.064767;37.842950;169;286;64.00;;;22644505;1;"Заветы Ильича, 51";10;1;1;1;0;0;;0;
1555645;58369;0;"2012-05-24 07:25:40.133";"2012-05-24 07:25:30";56.065317;37.839383;175;285;59.00;;;22644541;1;"Заветы Ильича, 51";12;1;1;1;0;0;;0;
1555648;58369;0;"2012-05-24 07:25:52.113";"2012-05-24 07:25:42";56.065483;37.838183;175;284;46.00;;;22644617;1;"Заветы Ильича, 55";11;1;1;1;0;0;;0;
1555651;58369;0;"2012-05-24 07:26:08.143";"2012-05-24 07:25:58";56.065850;37.837750;175;326;30.00;;;22644667;1;"Заветы Ильича, 55";9;1;1;1;0;0;;0;
1555655;58369;0;"2012-05-24 07:26:28.156";"2012-05-24 07:26:18";56.068083;37.837717;176;360;53.00;;;22644866;1;"Заветы Ильича, 55";12;1;1;1;0;0;;0;
1555658;58369;0;"2012-05-24 07:26:47.224";"2012-05-24 07:26:37";56.072550;37.837633;175;359;69.00;;;22645114;1;"1-я Проектная ул., 88, Правдинсий, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555661;58369;0;"2012-05-24 07:26:57.408";"2012-05-24 07:26:47";56.076900;37.837583;177;360;79.00;;;22645598;1;"1-я Проектная ул., 88, Правдинсий, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555664;58369;0;"2012-05-24 07:27:10.427";"2012-05-24 07:27:00";56.078367;37.837567;172;360;84.00;;;22645762;1;"1-я Проектная ул., 88, Правдинсий, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555666;58369;0;"2012-05-24 07:27:28.218";"2012-05-24 07:27:18";56.079650;37.837483;172;358;86.00;;;22645905;1;"Правдинсий, 1-я Проектная ул., 88";12;1;1;1;0;0;;0;
1555669;58369;0;"2012-05-24 07:27:44.198";"2012-05-24 07:27:34";56.082100;37.837533;175;1;75.00;;;22646034;1;"1-я Проектная ул., Правдинсий, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555673;58369;0;"2012-05-24 07:28:00.228";"2012-05-24 07:27:50";56.085117;37.837000;172;354;76.00;;;22646100;1;"Правдинсий, Лесная ул., 25";11;1;1;1;0;0;;0;
1555675;58369;0;"2012-05-24 07:28:12.574";"2012-05-24 07:28:02";56.089917;37.834917;179;346;73.00;;;22646310;1;"Правдинсий, Лесная ул., 25";9;1;1;1;0;0;;0;
1555678;58369;0;"2012-05-24 07:28:22.477";"2012-05-24 07:28:12";56.092783;37.833650;183;346;59.00;;;22646640;1;"Правдинсий, Лесная ул., 25";8;1;1;1;0;0;;0;
1555681;58369;0;"2012-05-24 07:28:39.238";"2012-05-24 07:28:29";56.098083;37.831217;191;346;68.00;;;22646919;1;"Правдинсий, Лесная ул., 25";11;1;1;1;0;0;;0;
1555686;58369;0;"2012-05-24 07:28:58.264";"2012-05-24 07:28:48";56.102467;37.829183;193;345;72.00;;;22647422;1;"Правдинсий, Лесная ул., 25";8;1;1;1;0;0;;0;
1555690;58369;0;"2012-05-24 07:29:18.244";"2012-05-24 07:29:08";56.104550;37.827050;193;330;74.00;;;22647689;1;"Правдинсий, Лесная ул., 25";12;1;1;1;0;0;;0;
1555694;58369;0;"2012-05-24 07:29:37.268";"2012-05-24 07:29:27";56.107383;37.823733;191;327;80.00;;;22647799;1;"A107, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555696;58369;0;"2012-05-24 07:29:52.284";"2012-05-24 07:29:42";56.110183;37.820400;192;327;75.00;;;22648174;1;"A107, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555700;58369;0;"2012-05-24 07:30:12.419";"2012-05-24 07:30:02";56.111650;37.818633;192;326;28.00;;;22648370;1;"A107, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555702;58369;0;"2012-05-24 07:30:23.344";"2012-05-24 07:30:13";56.112983;37.817067;191;327;28.00;;;22648547;1;"A107, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555705;58369;0;"2012-05-24 07:30:37.311";"2012-05-24 07:30:27";56.114817;37.814917;190;327;59.00;;;22648615;1;"A107, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555709;58369;0;"2012-05-24 07:30:57.347";"2012-05-24 07:30:47";56.116050;37.813200;182;322;62.00;;;22648789;1;"A107, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555713;58369;0;"2012-05-24 07:31:15.337";"2012-05-24 07:31:05";56.116717;37.810067;178;291;62.00;;;22648823;1;"A107, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555715;58369;0;"2012-05-24 07:31:25.316";"2012-05-24 07:31:15";56.116583;37.808683;179;259;53.00;;;22648911;1;"A107, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555718;58369;0;"2012-05-24 07:31:44.344";"2012-05-24 07:31:34";56.116450;37.806417;181;264;32.00;;;22648964;1;"A107, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555723;58369;0;"2012-05-24 07:32:04.321";"2012-05-24 07:31:54";56.117967;37.804833;186;330;54.00;;;22649019;1;"A107, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555725;58369;0;"2012-05-24 07:32:15.35";"2012-05-24 07:32:05";56.121200;37.801433;190;330;72.00;;;22649241;1;"A107, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555728;58369;0;"2012-05-24 07:32:32.375";"2012-05-24 07:32:22";56.124400;37.798067;184;330;87.00;;;22649654;1;"A107, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555731;58369;0;"2012-05-24 07:32:45.391";"2012-05-24 07:32:35";56.128517;37.793750;184;330;91.00;;;22649772;1;"A107, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555734;58369;0;"2012-05-24 07:32:55.407";"2012-05-24 07:32:45";56.129567;37.792533;185;327;83.00;;;22649911;1;"A107, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555737;58369;0;"2012-05-24 07:33:15.394";"2012-05-24 07:33:05";56.130817;37.789333;190;305;79.00;;;22650013;1;"A107, Московская область, Российская Федерация";11;1;1;1;0;0;;0;
1555740;58369;0;"2012-05-24 07:33:32.614";"2012-05-24 07:33:22";56.132817;37.785350;193;312;75.00;;;22650105;1;"A107, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555742;58369;0;"2012-05-24 07:33:45.427";"2012-05-24 07:33:35";56.135733;37.781317;199;322;82.00;;;22650182;1;"A107, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555745;58369;0;"2012-05-24 07:33:56.452";"2012-05-24 07:33:46";56.136850;37.778000;202;301;79.00;;;22650423;1;"A107, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555747;58369;0;"2012-05-24 07:34:10.47";"2012-05-24 07:34:00";56.138467;37.771433;198;294;84.00;;;22650627;1;"A107, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555750;58369;0;"2012-05-24 07:34:27.469";"2012-05-24 07:34:17";56.140433;37.767167;198;309;88.00;;;22650970;1;"A107, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555753;58369;0;"2012-05-24 07:34:42.574";"2012-05-24 07:34:32";56.143150;37.761517;197;311;88.00;;;22651090;1;"A107, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555755;58369;0;"2012-05-24 07:35:00.495";"2012-05-24 07:34:50";56.145950;37.755817;191;312;77.00;;;22651098;1;"A107, Московская область, Российская Федерация";11;1;1;1;0;0;;0;
1555759;58369;0;"2012-05-24 07:35:20.671";"2012-05-24 07:35:10";56.146667;37.752767;188;293;67.00;;;22651304;1;"A107, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555762;58369;0;"2012-05-24 07:35:33.714";"2012-05-24 07:35:23";56.146933;37.751367;187;289;66.00;;;22651396;1;"A107, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555765;58369;0;"2012-05-24 07:35:52.54";"2012-05-24 07:35:42";56.147867;37.749983;187;321;60.00;;;22651438;1;"A107, Московская область, Российская Федерация";11;1;1;1;0;0;;0;
1555768;58369;0;"2012-05-24 07:36:08.529";"2012-05-24 07:35:58";56.148483;37.749850;189;353;62.00;;;22651507;1;"A107, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555773;58369;0;"2012-05-24 07:36:28.534";"2012-05-24 07:36:18";56.151817;37.750383;197;5;67.00;;;22651811;1;"A107, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555775;58369;0;"2012-05-24 07:36:43.545";"2012-05-24 07:36:33";56.153567;37.750067;198;354;59.00;;;22652006;1;"A107, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555778;58369;0;"2012-05-24 07:36:55.812";"2012-05-24 07:36:45";56.154217;37.749967;199;355;22.00;;;22652079;1;"A107, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555781;58369;0;"2012-05-24 07:37:12.97";"2012-05-24 07:37:02";56.154467;37.749400;201;307;32.00;;;22652123;1;"A107, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555784;58369;0;"2012-05-24 07:37:25.601";"2012-05-24 07:37:15";56.154900;37.746167;212;283;67.00;;;22652284;1;"A107, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555788;58369;0;"2012-05-24 07:37:42.587";"2012-05-24 07:37:32";56.155500;37.741500;215;283;63.00;;;22652376;1;"A107, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555791;58369;0;"2012-05-24 07:38:00.625";"2012-05-24 07:37:50";56.156333;37.735100;211;283;77.00;;;22652487;1;"A107, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555795;58369;0;"2012-05-24 07:38:17.665";"2012-05-24 07:38:07";56.157000;37.729833;194;283;100.00;;;22652821;1;"A107, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555797;58369;0;"2012-05-24 07:38:29.66";"2012-05-24 07:38:19";56.158183;37.721967;192;285;130.00;;;22652992;1;"A107, Московская область, Российская Федерация";11;1;1;1;0;0;;0;
1555800;58369;0;"2012-05-24 07:38:46.662";"2012-05-24 07:38:36";56.160533;37.712217;188;293;132.00;;;22653147;1;"A107, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555804;58369;0;"2012-05-24 07:39:05.952";"2012-05-24 07:38:55";56.162900;37.702533;207;294;124.00;;;22653802;1;"A107, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555807;58369;0;"2012-05-24 07:39:25.671";"2012-05-24 07:39:15";56.163950;37.698167;206;294;89.00;;;22654097;1;"A107, Московская область, Российская Федерация";11;1;1;1;0;0;;0;
1555811;58369;0;"2012-05-24 07:39:38.716";"2012-05-24 07:39:28";56.165167;37.693250;195;294;75.00;;;22654135;1;"A107, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555812;58369;0;"2012-05-24 07:39:50.671";"2012-05-24 07:39:40";56.166933;37.686067;202;294;70.00;;;22654288;1;"A107, Московская область, Российская Федерация";11;1;1;1;0;0;;0;
1555816;58369;0;"2012-05-24 07:40:05.721";"2012-05-24 07:39:55";56.168167;37.681067;206;294;87.00;;;22654627;1;"A107, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555819;58369;0;"2012-05-24 07:40:19.725";"2012-05-24 07:40:09";56.169900;37.673967;203;294;116.00;;;22654769;1;"A107, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555823;58369;0;"2012-05-24 07:40:39.77";"2012-05-24 07:40:29";56.172950;37.661500;219;294;132.00;;;22655131;1;"A107, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555826;58369;0;"2012-05-24 07:40:54.749";"2012-05-24 07:40:44";56.175800;37.649733;212;294;125.00;;;22655927;1;"A107, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555829;58369;0;"2012-05-24 07:41:06.794";"2012-05-24 07:40:56";56.178767;37.637567;192;294;123.00;;;22655953;1;"A107, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555832;58369;0;"2012-05-24 07:41:17.769";"2012-05-24 07:41:07";56.180750;37.629383;188;294;111.00;;;22656506;1;"A107, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555835;58369;0;"2012-05-24 07:41:37.788";"2012-05-24 07:41:27";56.183200;37.619333;207;294;102.00;;;22656634;1;"A107, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555837;58369;0;"2012-05-24 07:41:50.787";"2012-05-24 07:41:40";56.184217;37.614167;211;289;94.00;;;22656973;1;"A107, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555840;58369;0;"2012-05-24 07:42:04.823";"2012-05-24 07:41:54";56.184250;37.613967;212;289;49.00;;;22656987;1;"A107, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555843;58369;0;"2012-05-24 07:42:16.817";"2012-05-24 07:42:06";56.185750;37.616550;210;44;44.00;;;22657204;1;"A107, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555846;58369;0;"2012-05-24 07:42:31.16";"2012-05-24 07:42:20";56.187100;37.620350;205;57;77.00;;;22657252;1;"A107, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555848;58369;0;"2012-05-24 07:42:40.831";"2012-05-24 07:42:30";56.189883;37.627350;188;54;87.00;;;22657506;1;"A107, Московская область, Российская Федерация";11;1;1;1;0;0;;0;
1555852;58369;0;"2012-05-24 07:42:55.843";"2012-05-24 07:42:45";56.192750;37.633317;200;49;88.00;;;22657994;1;"A107, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555855;58369;0;"2012-05-24 07:43:15.907";"2012-05-24 07:43:05";56.193417;37.634000;200;29;76.00;;;22658079;1;"A107, Московская область, Российская Федерация";11;1;1;1;0;0;;0;
1555857;58369;0;"2012-05-24 07:43:26.922";"2012-05-24 07:43:16";56.196867;37.636000;192;18;85.00;;;22658397;1;"A107, Московская область, Российская Федерация";11;1;1;1;0;0;;0;
1555862;58369;0;"2012-05-24 07:43:45.872";"2012-05-24 07:43:35";56.198900;37.638183;183;31;96.00;;;22658662;1;"A107, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555864;58369;0;"2012-05-24 07:44:00.947";"2012-05-24 07:43:50";56.203333;37.643533;178;34;97.00;;;22658991;1;"A104, Деденево, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555867;58369;0;"2012-05-24 07:44:18.104";"2012-05-24 07:44:07";56.205250;37.647150;176;46;93.00;;;22659300;1;"A104, Деденево, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555870;58369;0;"2012-05-24 07:44:34.906";"2012-05-24 07:44:24";56.208583;37.652100;170;40;91.00;;;22659473;1;"A104, Деденево, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555872;58369;0;"2012-05-24 07:44:45.951";"2012-05-24 07:44:36";56.213033;37.658717;171;40;96.00;;;22659634;1;"A104, Деденево, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555876;58369;0;"2012-05-24 07:45:05.913";"2012-05-24 07:44:56";56.213983;37.660133;173;40;70.00;;;22659770;1;"A104, Деденево, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555879;58369;0;"2012-05-24 07:45:25.984";"2012-05-24 07:45:16";56.215633;37.662750;181;41;49.00;;;22659880;1;"A104, Деденево, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555883;58369;0;"2012-05-24 07:45:42.981";"2012-05-24 07:45:33";56.216433;37.665900;177;65;59.00;;;22660094;1;"A104, Деденево, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555885;58369;0;"2012-05-24 07:45:54.158";"2012-05-24 07:45:44";56.217717;37.670417;169;63;81.00;;;22660194;1;"A104, Деденево, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555889;58369;0;"2012-05-24 07:46:09.259";"2012-05-24 07:45:59";56.219617;37.673267;184;40;90.00;;;22660469;1;"A104, Деденево, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555892;58369;0;"2012-05-24 07:46:27.005";"2012-05-24 07:46:17";56.222600;37.678167;199;42;90.00;;;22660643;1;"A104, Деденево, Московская область, Российская Федерация";11;1;1;1;0;0;;0;
1555895;58369;0;"2012-05-24 07:46:39.061";"2012-05-24 07:46:29";56.224050;37.680900;202;46;94.00;;;22660878;1;"A104, Деденево, Московская область, Российская Федерация";11;1;1;1;0;0;;0;
1555898;58369;0;"2012-05-24 07:46:57.004";"2012-05-24 07:46:47";56.225000;37.684817;199;67;95.00;;;22660907;1;"A104, Деденево, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555902;58369;0;"2012-05-24 07:47:14.108";"2012-05-24 07:47:04";56.225900;37.689017;200;69;77.00;;;22660921;1;"A107, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555905;58369;0;"2012-05-24 07:47:32.016";"2012-05-24 07:47:22";56.226650;37.692400;201;68;81.00;;;22661146;1;"A107, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555907;58369;0;"2012-05-24 07:47:42.058";"2012-05-24 07:47:32";56.228050;37.695000;204;46;90.00;;;22661146;1;"A107, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555910;58369;0;"2012-05-24 07:48:00.078";"2012-05-24 07:47:50";56.231633;37.700750;209;42;101.00;;;22661455;1;"A107, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555913;58369;0;"2012-05-24 07:48:16.128";"2012-05-24 07:48:06";56.233917;37.703300;203;32;98.00;;;22661754;1;"A107, Московская область, Российская Федерация";11;1;1;1;0;0;;0;
1555916;58369;0;"2012-05-24 07:48:32.081";"2012-05-24 07:48:22";56.235900;37.703550;197;4;100.00;;;22661975;1;"A104, Деденево, Московская область, Российская Федерация";8;1;1;1;0;0;;0;
1555919;58369;0;"2012-05-24 07:48:52.108";"2012-05-24 07:48:42";56.242883;37.702583;191;356;108.00;;;22662534;1;"A104, Деденево, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555922;58369;0;"2012-05-24 07:49:08.403";"2012-05-24 07:48:58";56.248350;37.701217;201;352;111.00;;;22663149;1;"A104, Деденево, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555926;58369;0;"2012-05-24 07:49:28.14";"2012-05-24 07:49:18";56.253567;37.699950;198;352;117.00;;;22663735;1;"A104, Деденево, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555929;58369;0;"2012-05-24 07:49:43.17";"2012-05-24 07:49:33";56.256217;37.700300;196;4;107.00;;;22664032;1;"A104, Деденево, Московская область, Российская Федерация";9;1;1;1;0;0;;0;
1555932;58369;0;"2012-05-24 07:50:01.17";"2012-05-24 07:49:51";56.262783;37.701750;164;7;102.00;;;22664472;1;"A104, Деденево, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555936;58369;0;"2012-05-24 07:50:16.456";"2012-05-24 07:50:06";56.266033;37.703167;182;14;96.00;;;22664844;1;"A104, Деденево, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555939;58369;0;"2012-05-24 07:50:36.25";"2012-05-24 07:50:26";56.269700;37.706500;192;27;91.00;;;22664929;1;"A104, Деденево, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555942;58369;0;"2012-05-24 07:50:49.216";"2012-05-24 07:50:39";56.271967;37.711050;169;48;105.00;;;22665308;1;"A104, Деденево, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555946;58369;0;"2012-05-24 07:51:05.208";"2012-05-24 07:50:55";56.274600;37.715017;166;40;106.00;;;22665310;1;"A104, Деденево, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555948;58369;0;"2012-05-24 07:51:16.239";"2012-05-24 07:51:06";56.276533;37.718050;167;41;93.00;;;22665595;1;"A104, Деденево, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555952;58369;0;"2012-05-24 07:51:28.26";"2012-05-24 07:51:18";56.278267;37.721250;170;46;71.00;;;22665872;1;"A104, Деденево, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
1555954;58369;0;"2012-05-24 07:51:38.222";"2012-05-24 07:51:28";56.278433;37.721533;172;44;45.00;;;22665897;1;"A104, Деденево, Московская область, Российская Федерация";10;1;1;1;0;0;;0;
1555957;58369;0;"2012-05-24 07:51:58.283";"2012-05-24 07:51:48";56.279667;37.724533;176;54;64.00;;;22666103;1;"A107, Московская область, Российская Федерация";12;1;1;1;0;0;;0;
