Grid	Lat/Lon hddd°mm.mmm'
Datum	WGS 84



Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	10-jun-04	11/06/2004 09:34:01 	2:06:08	149 km	71 kph

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course
Trackpoint	N60 01.915 E29 59.264	11/06/2004 09:54:32 	8 m			338 m	0:00:15	81 kph	125° true
Trackpoint	N60 01.794 E29 59.599	11/06/2004 09:54:49 	11 m			383 m	0:00:17	81 kph	126° true
Trackpoint	N60 01.690 E29 59.871	11/06/2004 09:55:04 	7 m			318 m	0:00:15	76 kph	128° true
Trackpoint	N60 01.677 E29 59.906	11/06/2004 09:55:07 	8 m			40 m	0:00:03	48 kph	126° true
Trackpoint	N60 01.657 E29 59.915	11/06/2004 09:55:13 	6 m			38 m	0:00:06	23 kph	167° true
Trackpoint	N60 01.651 E29 59.908	11/06/2004 09:55:15 	6 m			13 m	0:00:02	23 kph	209° true
Trackpoint	N60 01.586 E29 59.819	11/06/2004 09:55:29 	4 m			146 m	0:00:14	37 kph	214° true
Trackpoint	N60 01.552 E29 59.770	11/06/2004 09:55:37 	4 m			79 m	0:00:08	36 kph	215° true
Trackpoint	N60 01.538 E29 59.769	11/06/2004 09:55:42 	4 m			26 m	0:00:05	18 kph	182° true
Trackpoint	N60 01.517 E29 59.801	11/06/2004 09:55:50 	4 m			49 m	0:00:08	22 kph	142° true
Trackpoint	N60 01.511 E29 59.812	11/06/2004 09:56:00 	-2 m			15 m	0:00:10	5 kph	140° true
Trackpoint	N60 01.514 E29 59.808	11/06/2004 09:59:52 	1 m			7 m	0:03:52	0.1 kph	333° true
Trackpoint	N60 01.498 E29 59.835	11/06/2004 10:00:03 	-1 m			40 m	0:00:11	13 kph	141° true
Trackpoint	N60 01.478 E29 59.877	11/06/2004 10:00:22 	-1 m			53 m	0:00:19	10 kph	132° true
Trackpoint	N60 01.492 E29 59.923	11/06/2004 10:00:37 	-3 m			49 m	0:00:15	12 kph	60° true
Trackpoint	N60 01.507 E29 59.956	11/06/2004 10:00:47 	-5 m			41 m	0:00:10	15 kph	48° true
Trackpoint	N60 01.516 E29 59.951	11/06/2004 10:00:53 	-6 m			17 m	0:00:06	10 kph	345° true
Trackpoint	N60 01.567 E29 59.867	11/06/2004 10:01:10 	-3 m			123 m	0:00:17	26 kph	321° true
Trackpoint	N60 01.592 E29 59.830	11/06/2004 10:01:20 	-1 m			57 m	0:00:10	21 kph	323° true
Trackpoint	N60 01.612 E29 59.854	11/06/2004 10:01:27 	-1 m			44 m	0:00:07	23 kph	31° true
Trackpoint	N60 01.657 E29 59.915	11/06/2004 10:01:38 	2 m			101 m	0:00:11	33 kph	34° true
Trackpoint	N60 01.665 E29 59.924	11/06/2004 10:01:46 	4 m			17 m	0:00:08	8 kph	30° true
Trackpoint	N60 01.666 E29 59.924	11/06/2004 10:02:07 	7 m			2 m	0:00:21	0.4 kph	0° true
Trackpoint	N60 01.667 E29 59.924	11/06/2004 10:03:06 	9 m			2 m	0:00:59	0.1 kph	0° true
Trackpoint	N60 01.672 E29 59.926	11/06/2004 10:03:26 	11 m			8 m	0:00:20	1.5 kph	16° true
Trackpoint	N60 01.686 E29 59.903	11/06/2004 10:03:30 	10 m			34 m	0:00:04	31 kph	321° true
Trackpoint	N60 01.726 E29 59.791	11/06/2004 10:03:38 	10 m			127 m	0:00:08	57 kph	305° true
Trackpoint	N60 01.790 E29 59.632	11/06/2004 10:03:47 	13 m			190 m	0:00:09	76 kph	309° true
Trackpoint	N60 01.927 E29 59.263	11/06/2004 10:04:06 	11 m			425 m	0:00:19	81 kph	307° true
Trackpoint	N60 02.063 E29 58.907	11/06/2004 10:04:24 	5 m			416 m	0:00:18	83 kph	307° true
Trackpoint	N60 02.120 E29 58.770	11/06/2004 10:04:31 	6 m			165 m	0:00:07	85 kph	310° true
Trackpoint	N60 02.211 E29 58.667	11/06/2004 10:04:40 	5 m			194 m	0:00:09	78 kph	331° true
Trackpoint	N60 02.328 E29 58.613	11/06/2004 10:04:50 	3 m			223 m	0:00:10	80 kph	347° true
Trackpoint	N60 02.549 E29 58.531	11/06/2004 10:05:08 	-5 m			418 m	0:00:18	84 kph	349° true
