"id";"id_device";"id_type";"event_dt";"time";"latitude";"longitude";"altitude";"azimuth";"speed";"accelerometer";"fuel";"odometer";"movementsensor";"address";"satellitescount";"hdop";"batterylevel";"state";"from_archive";"odometer_forced";"fuel_expense";"odometer_calculated";"odometer_ext";"sensor_acc";"sensor_odometer";"sos"
1022220942;1437406;0;"2012-09-01 08:14:42.218976";"2012-09-01 08:14:32";55.792185;37.591777;199;90;41.78;;;5700470;1;"Москва, Tverskoy District, Третье Транспортное кольцо";9;1;1;1;0;0;;0;5700470;"1";"2709";"0"
1022220970;1437406;0;"2012-09-01 08:15:06.345563";"2012-09-01 08:15:03";55.792357;37.597085;197;82;32.65;;;5700825;1;"Москва, Maryina Roshcha District, улица Сущёвский Вал";10;0.8;1;1;0;0;;0;5700825;"1";"3044";"0"
1022220997;1437406;0;"2012-09-01 08:15:37.364978";"2012-09-01 08:15:34";55.792580;37.599772;189;80;13.37;;;5701006;1;"Москва, Maryina Roshcha District, улица Сущёвский Вал";8;1.2;1;1;0;0;;0;5701006;"1";"3215";"0"
1022221016;1437406;0;"2012-09-01 08:16:08.251974";"2012-09-01 08:16:05";55.792757;37.604425;187;82;16.32;;;5701317;1;"Москва, Maryina Roshcha District, улица Сущёвский Вал";9;0.8;1;1;0;0;;0;5701317;"1";"3508";"0"
1022221035;1437406;0;"2012-09-01 08:16:37.247388";"2012-09-01 08:16:34";55.792910;37.606327;205;84;33.02;;;5701451;1;"Москва, Maryina Roshcha District, улица Сущёвский Вал";8;1.2;1;1;0;0;;0;5701451;"1";"3634";"0"
1022221051;1437406;0;"2012-09-01 08:17:08.265191";"2012-09-01 08:17:05";55.792957;37.609832;203;84;18.35;;;5701684;1;"Москва, Maryina Roshcha District, улица Сущёвский Вал";8;1.2;1;1;0;0;;0;5701684;"1";"3854";"0"
1022221067;1437406;0;"2012-09-01 08:17:38.360206";"2012-09-01 08:17:35";55.793120;37.612632;213;86;26.08;;;5701873;1;"Москва, Maryina Roshcha District, улица Сущёвский Вал";8;1;1;1;0;0;;0;5701873;"1";"4032";"0"
1022221083;1437406;0;"2012-09-01 08:18:08.354936";"2012-09-01 08:18:05";55.793102;37.613257;215;126;11.65;;;5701915;1;"Москва, Maryina Roshcha District, улица Сущёвский Вал";4;2.7;1;4;0;0;;0;5701915;"1";"4072";"0"
1022221102;1437406;0;"2012-09-01 08:18:37.352941";"2012-09-01 08:18:34";55.793085;37.618687;186;94;21.35;;;5702278;1;"Москва, Maryina Roshcha District, улица Сущёвский Вал";10;0.8;1;1;0;0;;0;5702278;"1";"4414";"0"
1022221120;1437406;0;"2012-09-01 08:19:08.37767";"2012-09-01 08:19:05";55.792850;37.621847;182;94;10.57;;;5702490;1;"Москва, Meshchansky District, улица Сущёвский Вал";10;0.8;1;1;0;0;;0;5702490;"1";"4614";"0"
1022221137;1437406;0;"2012-09-01 08:19:38.278989";"2012-09-01 08:19:35";55.792790;37.623525;182;90;30.74;;;5702602;1;"Москва, Maryina Roshcha District, улица Сущёвский Вал";10;0.8;1;1;0;0;;0;5702602;"1";"4720";"0"
1022221156;1437406;0;"2012-09-01 08:20:07.281903";"2012-09-01 08:20:04";55.792637;37.626422;178;96;20.63;;;5702796;1;"Москва, Maryina Roshcha District, улица Сущёвский Вал";10;0.8;1;1;0;0;;0;5702796;"1";"4903";"0"
1022221176;1437406;0;"2012-09-01 08:20:38.364641";"2012-09-01 08:20:35";55.792432;37.628870;179;104;24.74;;;5702961;1;"Москва, Maryina Roshcha District, улица Сущёвский Вал";9;0.8;1;1;0;0;;0;5702961;"1";"5059";"0"
1022221196;1437406;0;"2012-09-01 08:21:08.529038";"2012-09-01 08:21:05";55.791862;37.632032;185;98;24.54;;;5703183;1;"Москва, Meshchansky District, Новорижская эстакада";9;0.8;1;1;0;0;;0;5703183;"1";"5268";"0"
1022221215;1437406;0;"2012-09-01 08:21:38.291527";"2012-09-01 08:21:35";55.791852;37.634710;189;84;21.21;;;5703362;1;"Москва, Meshchansky District, Новорижская эстакада";10;0.8;1;1;0;0;;0;5703362;"1";"5437";"0"
1022221241;1437406;0;"2012-09-01 08:22:19.116769";"2012-09-01 08:22:06";55.792745;37.641997;190;68;85.62;;;5703862;1;"Москва, Alexeyevsky District, Рижская эстакада";10;0.8;1;1;0;0;;0;5703862;"1";"5909";"0"
1022221254;1437406;0;"2012-09-01 08:22:39.944573";"2012-09-01 08:22:35";55.793475;37.651442;176;110;79.25;;;5704515;1;"Москва, Sokolniki District, улица Сокольнический Вал";9;0.8;1;1;0;0;;0;5704515;"1";"6525";"0"
1022221270;1437406;0;"2012-09-01 08:23:09.35002";"2012-09-01 08:23:06";55.788592;37.659297;165;142;84.58;;;5705307;1;"Москва, Sokolniki District, Третье Транспортное кольцо";8;1;1;1;0;0;;0;5705307;"1";"7272";"0"
1022221290;1437406;0;"2012-09-01 08:23:38.732003";"2012-09-01 08:23:35";55.784805;37.664235;180;142;27.93;;;5705862;1;"Москва, Krasnoselsky District, Гаврикова улица";8;1;1;1;0;0;;0;5705862;"1";"7796";"0"
1022221312;1437406;0;"2012-09-01 08:24:09.758117";"2012-09-01 08:24:06";55.783297;37.666107;188;144;30.63;;;5706079;1;"Москва, Krasnoselsky District, Гаврикова улица";9;0.8;1;1;0;0;;0;5706079;"1";"8001";"0"
1022221329;1437406;0;"2012-09-01 08:24:39.748331";"2012-09-01 08:24:36";55.781752;37.668327;170;134;25.26;;;5706315;1;"Москва, Krasnoselsky District, Гаврикова улица";8;1.1;1;1;0;0;;0;5706315;"1";"8224";"0"
1022221344;1437406;0;"2012-09-01 08:25:09.655815";"2012-09-01 08:25:06";55.781512;37.668597;163;0;0.00;;;5706348;1;"Москва, Krasnoselsky District, Гаврикова улица";9;0.8;1;1;0;0;;0;5706348;"1";"8255";"0"
1022221359;1437406;0;"2012-09-01 08:25:39.787057";"2012-09-01 08:25:36";55.781512;37.668597;163;0;0.00;;;5706348;1;"Москва, Krasnoselsky District, Гаврикова улица";9;0.8;1;4;0;0;;0;5706348;"1";"8255";"0"
1022221383;1437406;0;"2012-09-01 08:26:10.756086";"2012-09-01 08:26:07";55.781247;37.669632;195;104;7.46;;;5706425;1;"Москва, Krasnoselsky District, Гаврикова улица";9;1;1;1;0;0;;0;5706425;"1";"8328";"0"
1022221402;1437406;0;"2012-09-01 08:26:40.786105";"2012-09-01 08:26:37";55.781857;37.670747;229;42;44.11;;;5706538;1;"Москва, Krasnoselsky District, Русаковская улица";7;1.2;1;1;0;0;;0;5706538;"1";"8435";"0"
1022221419;1437406;0;"2012-09-01 08:27:10.264211";"2012-09-01 08:27:07";55.784215;37.674712;226;44;20.09;;;5706922;1;"Москва, Krasnoselsky District, Русаковская улица";10;0.8;1;1;0;0;;0;5706922;"1";"8797";"0"
1022221436;1437406;0;"2012-09-01 08:27:41.24291";"2012-09-01 08:27:38";55.784730;37.675497;209;0;0.00;;;5707003;1;"Москва, Krasnoselsky District, Русаковская улица";7;1.1;1;1;0;0;;0;5707003;"1";"8873";"0"
1022221452;1437406;0;"2012-09-01 08:28:11.245865";"2012-09-01 08:28:08";55.786385;37.677225;174;36;52.49;;;5707235;1;"Москва, Sokolniki District, Русаковская улица";8;1;1;1;0;0;;0;5707235;"1";"9092";"0"
1022221470;1437406;0;"2012-09-01 08:28:42.347144";"2012-09-01 08:28:39";55.787745;37.679032;195;0;0.00;;;5707435;1;"Москва, Sokolniki District, Русаковская улица";8;1;1;1;0;0;;0;5707435;"1";"9281";"0"
1022221480;1437406;0;"2012-09-01 08:29:11.258501";"2012-09-01 08:29:08";55.788457;37.680062;261;36;24.69;;;5707545;1;"Москва, Sokolniki District, Сокольническая площадь";7;1.1;1;1;0;0;;0;5707545;"1";"9385";"0"
1022221496;1437406;0;"2012-09-01 08:29:41.267049";"2012-09-01 08:29:38";55.788950;37.680482;252;42;8.17;;;5707619;1;"Москва, Sokolniki District, Сокольническая площадь";6;1.7;1;1;0;0;;0;5707619;"1";"9455";"0"
1022221514;1437406;0;"2012-09-01 08:30:11.257646";"2012-09-01 08:30:08";55.790122;37.682935;221;54;51.34;;;5707836;1;"Москва, Sokolniki District, улица Стромынка";6;1.5;1;1;0;0;;0;5707836;"1";"9660";"0"
1022221533;1437406;0;"2012-09-01 08:30:42.316773";"2012-09-01 08:30:39";55.791722;37.687250;188;54;17.28;;;5708179;1;"Москва, Sokolniki District, Бабаевская улица";7;1.2;1;1;0;0;;0;5708179;"1";"9984";"0"
1022221553;1437406;0;"2012-09-01 08:31:12.266498";"2012-09-01 08:31:09";55.793445;37.691942;179;68;17.50;;;5708552;1;"Москва, Sokolniki District, улица Стромынка";7;1.2;1;1;0;0;;0;5708552;"1";"10336";"0"
1022221570;1437406;0;"2012-09-01 08:31:42.957026";"2012-09-01 08:31:39";55.794010;37.695945;161;78;60.50;;;5708828;1;"Москва, Sokolniki District, улица Стромынка";6;1.7;1;1;0;0;;0;5708828;"1";"10596";"0"
1022221587;1437406;0;"2012-09-01 08:32:13.468841";"2012-09-01 08:32:10";55.794645;37.700787;161;76;60.91;;;5709160;1;"Москва, Sokolniki District, улица Стромынка";7;1.1;1;1;0;0;;0;5709160;"1";"10909";"0"
1022221607;1437406;0;"2012-09-01 08:32:43.643617";"2012-09-01 08:32:40";55.795272;37.705970;166;0;0.00;;;5709513;1;"Москва, Preobrazhenskoye District, Преображенская улица";8;1;1;1;0;0;;0;5709513;"1";"11242";"0"
1022221654;1437406;0;"2012-09-01 08:34:05.478285";"2012-09-01 08:33:10";55.795325;37.706677;187;90;24.32;;;5709564;1;"Москва, Preobrazhenskoye District, Преображенская улица";8;1;1;1;0;0;;0;5709564;"1";"11290";"0"
1022221655;1437406;0;"2012-09-01 08:34:06.542177";"2012-09-01 08:33:41";55.795325;37.708127;198;0;0.00;;;5709660;1;"Москва, Preobrazhenskoye District, Преображенская улица";7;1.1;1;1;0;0;;0;5709660;"1";"11381";"0"
1022221661;1437406;0;"2012-09-01 08:34:14.504686";"2012-09-01 08:34:11";55.795260;37.709625;188;92;38.78;;;5709761;1;"Москва, Preobrazhenskoye District, Преображенская улица";7;1.2;1;1;0;0;;0;5709761;"1";"11476";"0"
1022221681;1437406;0;"2012-09-01 08:34:43.336816";"2012-09-01 08:34:40";55.795277;37.711087;188;0;0.00;;;5709860;1;"Москва, Preobrazhenskoye District, Преображенская улица";6;1.6;1;1;0;0;;0;5709860;"1";"11569";"0"
1022221696;1437406;0;"2012-09-01 08:35:13.331105";"2012-09-01 08:35:10";55.795497;37.712860;188;72;6.41;;;5709984;1;"Москва, Preobrazhenskoye District, Преображенская площадь";6;1.3;1;1;0;0;;0;5709984;"1";"11686";"0"
1022221712;1437406;0;"2012-09-01 08:35:43.443362";"2012-09-01 08:35:40";55.795607;37.713862;184;0;0.00;;;5710053;1;"Москва, Preobrazhenskoye District, Преображенская площадь";8;1;1;1;0;0;;0;5710053;"1";"11751";"0"
1022221724;1437406;0;"2012-09-01 08:36:14.200488";"2012-09-01 08:36:11";55.795967;37.715272;195;74;64.28;;;5710162;1;"Москва, Preobrazhenskoye District, Большая Черкизовская улица";8;1;1;1;0;0;;0;5710162;"1";"11854";"0"
1022221742;1437406;0;"2012-09-01 08:36:43.395651";"2012-09-01 08:36:40";55.797427;37.723582;188;72;61.56;;;5710742;1;"Москва, Preobrazhenskoye District, Большая Черкизовская улица";6;1.5;1;1;0;0;;0;5710742;"1";"12401";"0"
1022221757;1437406;0;"2012-09-01 08:37:13.273509";"2012-09-01 08:37:10";55.798265;37.728405;189;72;19.95;;;5711078;1;"Москва, Preobrazhenskoye District, Большая Черкизовская улица";8;1;1;1;0;0;;0;5711078;"1";"12718";"0"
1022221769;1437406;0;"2012-09-01 08:37:44.312278";"2012-09-01 08:37:41";55.799735;37.736932;176;72;83.54;;;5711672;1;"Москва, Preobrazhenskoye District, Большая Черкизовская улица";8;1;1;1;0;0;;0;5711672;"1";"13278";"0"
1022221785;1437406;0;"2012-09-01 08:38:13.425272";"2012-09-01 08:38:10";55.801367;37.746415;181;72;74.54;;;5712332;1;"Москва, Izmaylovo District, Большая Черкизовская улица";8;1;1;1;0;0;;0;5712332;"1";"13901";"0"
1022221799;1437406;0;"2012-09-01 08:38:44.338083";"2012-09-01 08:38:41";55.803397;37.756532;180;64;82.14;;;5713049;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";7;1.1;1;1;0;0;;0;5713049;"1";"14577";"0"
1022221812;1437406;0;"2012-09-01 08:39:14.274612";"2012-09-01 08:39:11";55.805860;37.765752;186;64;75.56;;;5713728;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";7;1.1;1;1;0;0;;0;5713728;"1";"15218";"0"
1022221826;1437406;0;"2012-09-01 08:39:44.230761";"2012-09-01 08:39:41";55.808127;37.774337;189;64;50.71;;;5714360;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";7;1.1;1;1;0;0;;0;5714360;"1";"15814";"0"
1022221839;1437406;0;"2012-09-01 08:40:15.416674";"2012-09-01 08:40:12";55.808532;37.775760;196;0;0.00;;;5714466;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";8;1;1;1;0;0;;0;5714466;"1";"15914";"0"
1022221855;1437406;0;"2012-09-01 08:40:44.240616";"2012-09-01 08:40:41";55.809485;37.780047;195;76;37.11;;;5714780;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";8;1;1;1;0;0;;0;5714780;"1";"16210";"0"
1022221867;1437406;0;"2012-09-01 08:41:14.711729";"2012-09-01 08:41:11";55.809645;37.781807;196;80;43.10;;;5714900;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";8;1;1;1;0;0;;0;5714900;"1";"16323";"0"
1022221881;1437406;0;"2012-09-01 08:41:44.396689";"2012-09-01 08:41:41";55.809847;37.787177;192;86;39.32;;;5715258;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";8;1;1;1;0;0;;0;5715258;"1";"16661";"0"
1022221893;1437406;0;"2012-09-01 08:42:14.262253";"2012-09-01 08:42:11";55.810022;37.792720;197;92;20.45;;;5715627;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";8;1;1;1;0;0;;0;5715627;"1";"17009";"0"
1022221902;1437406;0;"2012-09-01 08:42:44.209649";"2012-09-01 08:42:41";55.810092;37.795422;207;84;24.13;;;5715807;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";7;1.1;1;1;0;0;;0;5715807;"1";"17179";"0"
1022221912;1437406;0;"2012-09-01 08:43:14.303073";"2012-09-01 08:43:11";55.810177;37.797490;203;84;6.67;;;5715946;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";8;1;1;1;0;0;;0;5715946;"1";"17310";"0"
1022221921;1437406;0;"2012-09-01 08:43:44.420826";"2012-09-01 08:43:41";55.810345;37.802267;192;86;60.34;;;5716265;1;"Москва, Golyanovo District, Щёлковское шоссе";8;1;1;1;0;0;;0;5716265;"1";"17611";"0"
1022221931;1437406;0;"2012-09-01 08:44:14.30283";"2012-09-01 08:44:11";55.810502;37.810270;183;84;22.04;;;5716798;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";8;1;1;1;0;0;;0;5716798;"1";"18114";"0"
1022221944;1437406;0;"2012-09-01 08:44:45.368074";"2012-09-01 08:44:42";55.810645;37.812137;179;74;33.87;;;5716923;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";8;1;1;1;0;0;;0;5716923;"1";"18232";"0"
1022221955;1437406;0;"2012-09-01 08:45:16.30027";"2012-09-01 08:45:13";55.810757;37.813205;179;76;7.61;;;5716996;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";8;1;1;1;0;0;;0;5716996;"1";"18301";"0"
1022221968;1437406;0;"2012-09-01 08:45:49.186195";"2012-09-01 08:45:42";55.811027;37.815157;177;78;10.70;;;5717130;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";7;1.2;1;1;0;0;;0;5717130;"1";"18427";"0"
1022221979;1437406;0;"2012-09-01 08:46:16.192805";"2012-09-01 08:46:13";55.811040;37.815267;177;0;0.00;;;5717137;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";7;1.2;1;1;0;0;;0;5717137;"1";"18434";"0"
1022221991;1437406;0;"2012-09-01 08:46:45.264449";"2012-09-01 08:46:42";55.811557;37.819482;175;76;68.15;;;5717426;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";8;1;1;1;0;0;;0;5717426;"1";"18707";"0"
1022222004;1437406;0;"2012-09-01 08:47:16.131622";"2012-09-01 08:47:13";55.812597;37.827155;176;76;43.36;;;5717951;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";8;1;1;1;0;0;;0;5717951;"1";"19202";"0"
1022222019;1437406;0;"2012-09-01 08:47:45.394463";"2012-09-01 08:47:42";55.813322;37.833707;179;82;51.52;;;5718396;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";8;1;1;1;0;0;;0;5718396;"1";"19622";"0"
1022222032;1437406;0;"2012-09-01 08:48:16.165012";"2012-09-01 08:48:13";55.813895;37.839675;189;78;19.43;;;5718800;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";9;0.8;1;1;0;0;;0;5718800;"1";"20003";"0"
1022222051;1437406;0;"2012-09-01 08:48:45.343637";"2012-09-01 08:48:42";55.814160;37.841757;191;68;14.91;;;5718942;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";9;0.8;1;1;0;0;;0;5718942;"1";"20137";"0"
1022222067;1437406;0;"2012-09-01 08:49:15.234834";"2012-09-01 08:49:12";55.814352;37.842375;190;60;6.35;;;5718990;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";9;1;1;1;0;0;;0;5718990;"1";"20182";"0"
1022222083;1437406;0;"2012-09-01 08:49:46.149389";"2012-09-01 08:49:43";55.814582;37.843000;186;0;0.00;;;5719040;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";9;1;1;1;0;0;;0;5719040;"1";"20229";"0"
1022222097;1437406;0;"2012-09-01 08:50:15.237181";"2012-09-01 08:50:12";55.814842;37.843540;185;50;8.33;;;5719087;1;"Москва, Severnoye Izmaylovo District, Щёлковское шоссе";9;1;1;1;0;0;;0;5719087;"1";"20273";"0"
1022222113;1437406;0;"2012-09-01 08:50:46.158649";"2012-09-01 08:50:43";55.815117;37.844115;184;54;4.85;;;5719137;1;"Московская область, Балашиха, Щёлковское шоссе";9;1;1;1;0;0;;0;5719137;"1";"20320";"0"
1022222125;1437406;0;"2012-09-01 08:51:17.244437";"2012-09-01 08:51:14";55.815417;37.844885;192;54;15.19;;;5719200;1;"Московская область, Балашиха, Щёлковское шоссе";10;0.8;1;1;0;0;;0;5719200;"1";"20379";"0"
1022222138;1437406;0;"2012-09-01 08:51:46.331";"2012-09-01 08:51:43";55.816812;37.848477;198;52;39.11;;;5719490;1;"Московская область, Балашиха, Щёлковское шоссе";10;0.8;1;1;0;0;;0;5719490;"1";"20653";"0"
1022222152;1437406;0;"2012-09-01 08:52:17.257205";"2012-09-01 08:52:14";55.817762;37.850667;192;52;18.37;;;5719674;1;"Московская область, Балашиха, Щёлковское шоссе";10;0.8;1;1;0;0;;0;5719674;"1";"20827";"0"
1022222165;1437406;0;"2012-09-01 08:52:47.255593";"2012-09-01 08:52:44";55.818502;37.853282;195;66;24.00;;;5719869;1;"Московская область, Балашиха, Щёлковское шоссе";10;0.8;1;1;0;0;;0;5719869;"1";"21011";"0"
1022222178;1437406;0;"2012-09-01 08:53:18.437219";"2012-09-01 08:53:15";55.819115;37.855672;190;0;0.00;;;5720044;1;"Московская область, Балашиха, Щёлковское шоссе";9;1;1;1;0;0;;0;5720044;"1";"21176";"0"
1022222193;1437406;0;"2012-09-01 08:53:48.553605";"2012-09-01 08:53:45";55.819735;37.858027;184;64;38.87;;;5720217;1;"Московская область, Балашиха, Щёлковское шоссе";10;0.8;1;1;0;0;;0;5720217;"1";"21339";"0"
1022222206;1437406;0;"2012-09-01 08:54:18.433395";"2012-09-01 08:54:15";55.819922;37.858767;184;0;0.00;;;5720271;1;"Московская область, Балашиха, Щёлковское шоссе";10;0.8;1;1;0;0;;0;5720271;"1";"21390";"0"
1022222222;1437406;0;"2012-09-01 08:54:48.276465";"2012-09-01 08:54:45";55.820887;37.862667;186;66;48.02;;;5720554;1;"Московская область, Балашиха, Щёлковское шоссе";10;0.8;1;1;0;0;;0;5720554;"1";"21657";"0"
1022222240;1437406;0;"2012-09-01 08:55:22.170441";"2012-09-01 08:55:16";55.821720;37.866517;181;74;9.87;;;5720830;1;"Московская область, Балашиха, Щёлковское шоссе";10;0.8;1;1;0;0;;0;5720830;"1";"21917";"0"
1022222253;1437406;0;"2012-09-01 08:55:49.192005";"2012-09-01 08:55:46";55.821865;37.867500;182;74;27.00;;;5720897;1;"Московская область, Балашиха, Щёлковское шоссе";10;0.8;1;1;0;0;;0;5720897;"1";"21980";"0"
1022222270;1437406;0;"2012-09-01 08:56:20.231415";"2012-09-01 08:56:17";55.823027;37.874802;178;74;73.52;;;5721403;1;"Московская область, Балашиха, Щёлковское шоссе";10;0.8;1;1;0;0;;0;5721403;"1";"22457";"0"
1022222288;1437406;0;"2012-09-01 08:56:50.308476";"2012-09-01 08:56:47";55.824782;37.885557;175;74;86.86;;;5722148;1;"Московская область, Балашиха, Щёлковское шоссе";10;1;1;1;0;0;;0;5722148;"1";"23160";"0"
1022222304;1437406;0;"2012-09-01 08:57:20.211286";"2012-09-01 08:57:17";55.826115;37.893927;170;74;36.50;;;5722727;1;"Московская область, Балашиха, Щёлковское шоссе";10;1;1;1;0;0;;0;5722727;"1";"23706";"0"
1022222319;1437406;0;"2012-09-01 08:57:50.18443";"2012-09-01 08:57:47";55.826795;37.898260;171;74;41.28;;;5723027;1;"Московская область, Балашиха, Щёлковское шоссе";10;1;1;1;0;0;;0;5723027;"1";"23989";"0"
1022222334;1437406;0;"2012-09-01 08:58:19.245111";"2012-09-01 08:58:16";55.827027;37.899805;172;0;0.00;;;5723133;1;"Московская область, Балашиха, Щёлковское шоссе";10;1;1;1;0;0;;0;5723133;"1";"24089";"0"
1022222349;1437406;0;"2012-09-01 08:58:50.293341";"2012-09-01 08:58:47";55.827185;37.901057;177;84;5.93;;;5723220;1;"Московская область, Балашиха, Щёлковское шоссе";10;1;1;1;0;0;;0;5723220;"1";"24171";"0"
1022222361;1437406;0;"2012-09-01 08:59:20.176706";"2012-09-01 08:59:17";55.827352;37.902172;181;80;8.96;;;5723296;1;"Московская область, Балашиха, Щёлковское шоссе";10;1;1;1;0;0;;0;5723296;"1";"24243";"0"
1022222374;1437406;0;"2012-09-01 08:59:50.154073";"2012-09-01 08:59:47";55.827782;37.904600;181;54;5.17;;;5723466;1;"Московская область, Балашиха, Щёлковское шоссе";10;1;1;1;0;0;;0;5723466;"1";"24403";"0"
1022222387;1437406;0;"2012-09-01 09:00:20.136269";"2012-09-01 09:00:17";55.827957;37.905682;181;74;26.02;;;5723541;1;"Московская область, Балашиха, Щёлковское шоссе";10;1;1;1;0;0;;0;5723541;"1";"24474";"0"
1022222408;1437406;0;"2012-09-01 09:00:51.327559";"2012-09-01 09:00:48";55.828227;37.907382;186;74;7.19;;;5723659;1;"Московская область, Балашиха, Щёлковское шоссе";10;1;1;1;0;0;;0;5723659;"1";"24585";"0"
1022222422;1437406;0;"2012-09-01 09:01:21.229227";"2012-09-01 09:01:18";55.828635;37.909857;184;0;0.00;;;5723830;1;"Московская область, Балашиха, Щёлковское шоссе";10;1;1;1;0;0;;0;5723830;"1";"24746";"0"
1022222460;1437406;0;"2012-09-01 09:01:52.185894";"2012-09-01 09:01:49";55.828665;37.910240;183;84;5.24;;;5723857;1;"Московская область, Балашиха, Щёлковское шоссе";10;1;1;1;0;0;;0;5723857;"1";"24771";"0"
1022222483;1437406;0;"2012-09-01 09:02:22.176632";"2012-09-01 09:02:19";55.829210;37.913700;178;78;16.85;;;5724096;1;"Московская область, Балашиха, Щёлковское шоссе";10;1;1;1;0;0;;0;5724096;"1";"24996";"0"
1022222507;1437406;0;"2012-09-01 09:02:52.21194";"2012-09-01 09:02:49";55.829732;37.917092;177;74;14.50;;;5724330;1;"Московская область, Балашиха, Щёлковское шоссе";10;1;1;1;0;0;;0;5724330;"1";"25217";"0"
1022222530;1437406;0;"2012-09-01 09:03:22.254696";"2012-09-01 09:03:19";55.830065;37.918982;177;72;20.06;;;5724463;1;"Московская область, Балашиха, Щёлковское шоссе";9;1;1;1;0;0;;0;5724463;"1";"25342";"0"
1022222559;1437406;0;"2012-09-01 09:03:52.409797";"2012-09-01 09:03:49";55.830302;37.920542;179;76;5.59;;;5724570;1;"Московская область, Балашиха, Щёлковское шоссе";10;1;1;1;0;0;;0;5724570;"1";"25443";"0"
1022222589;1437406;0;"2012-09-01 09:04:22.151015";"2012-09-01 09:04:19";55.830602;37.922370;177;74;15.63;;;5724696;1;"Московская область, Балашиха, Щёлковское шоссе";10;1;1;1;0;0;;0;5724696;"1";"25562";"0"
